"Pair","Odds_Ratio","Jaccard_Index","P_Value"
"1hr-GSK591 vs 3hr-GSK591",20.7610461558519,0.0109289617486339,0.0055987336385714
"1hr-GSK591 vs 12hr-GSK591",6.14537213900897,0.0161943319838057,0.00515210513502914
"3hr-GSK591 vs 12hr-GSK591",45.940080656361,0.0222222222222222,0.00121444643287808
