"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
2571.28299782838,-2.29309215532965,0.0830240086812093,2.83762759881184e-169,5.01607430641969e-165,"ANTXR1"
755.884819548685,-2.13985769967115,0.0858708359157616,1.95773295947648e-138,1.73034227623329e-134,"SFMBT2"
1086.24186336037,-2.12628763144138,0.0920325309220518,4.12576777256597e-119,2.43103989718829e-115,"TGM2"
821.375440100108,-1.80010218420851,0.0793177738215051,3.39379596828774e-115,1.49980328328556e-111,"PMEPA1"
871.076101952791,-1.43074996475403,0.0705902458008729,1.5853112262077e-92,5.6047093091347e-89,"LOXL2"
362.419849710168,-2.23402650117279,0.115385274104116,9.88684373808543e-85,2.91282894596894e-81,"GABRA5"
881.890752855513,-1.47183478076413,0.0761365971297325,2.9336434005963e-84,7.40828777033439e-81,"PAQR5"
1646.13249957976,-1.32652679914645,0.0688731304671997,9.56341090763725e-84,2.1131551826788e-80,"ITGA3"
1831.03969791385,-1.47646568587917,0.0776665044416199,3.7574603627054e-82,7.38006964794926e-79,"PDE10A"
370.21052706157,2.35332446719483,0.125239333011701,1.16432529180064e-79,2.058177818316e-76,"TPD52L1"
1046.32373303576,-1.57481436941257,0.0860622912639204,6.0390918304427e-76,9.70482057152142e-73,"GPRC5A"
779.498103204964,-1.59489710034229,0.0874499725714266,1.94095887053222e-75,2.8591941628665e-72,"NPC1"
581.507532613044,-1.63108894278531,0.0922592865482651,3.32696171525429e-71,4.52390017235001e-68,"ST6GAL2"
1080.32019542427,-1.40667895588452,0.0800394755150778,1.68108497772187e-70,2.12260993937067e-67,"NTN4"
3233.51752299159,1.15588323681297,0.0664897661839417,1.02711794672324e-68,1.21042426294845e-65,"MTUS1"
6711.65434024414,-1.26846339172508,0.0746471184637286,9.07479553550603e-66,1.00259475425713e-62,"KRT7"
529.755495703467,1.80576616781939,0.107558526916467,2.63575015772093e-64,2.74071503164899e-61,"ELMO1"
207.574775879923,-2.65200153016439,0.158986668756752,1.48952417977777e-63,1.46279549588509e-60,"VEGFC"
280.260308091736,2.48326335409391,0.150498912298916,2.17430704256068e-62,2.0229066100708e-59,"PLEKHH2"
1067.61329195094,-1.55726995391624,0.0950781878611999,9.75037513000642e-62,8.61786905865617e-59,"SMOX"
1567.77092750362,-1.18722037795922,0.0745157534407193,3.56231443295129e-58,2.9986205824419e-55,"LAMA3"
187.199711173487,3.43418433892033,0.215454814793882,4.73789254312703e-58,3.80689665840257e-55,"RNF43"
380.404695739623,-2.18742998825992,0.138372374836393,1.86694519088395e-57,1.43486913648937e-54,"SNAP25"
400.742824290174,1.72601065928129,0.10982837962482,9.48100783750414e-57,6.98315731431503e-54,"ARHGAP18"
1607.9969550709,1.35216665432537,0.0876446840476445,5.82930516011883e-55,4.12178509261682e-52,"AKR1C1"
884.432634548434,-1.26194652804544,0.082185962491193,2.0985126770437e-54,1.4267464843116e-51,"AFAP1"
446.753675606187,2.00604864053679,0.131232100313787,7.77938996168796e-54,5.09319542047252e-51,"MAP2"
497.282115041731,2.03267420180295,0.135879115285641,2.64736968847487e-51,1.67134121368466e-48,"SDK2"
979.303227306066,-1.2969927615429,0.0873119507036129,5.85908339943265e-51,3.5714143879921e-48,"WNT7B"
1160.89577357016,-1.34308388364084,0.0904844182515566,6.247595894062e-51,3.6812917539778e-48,"NAV2"
1075.93597754175,1.32625129799223,0.089622747200815,1.33163026621736e-50,7.59329942449172e-48,"CPEB4"
1714.95587230365,-1.20287490454258,0.081254659474715,1.67414821769109e-50,9.24809938878921e-48,"TGFBI"
2312.42981250528,-0.921949654363943,0.0624148989822619,2.17853837865777e-50,1.16697039150101e-47,"GLI2"
479.80283734747,-1.50648853591171,0.103650002366119,3.1808317837228e-49,1.65375186590788e-46,"LINC00842"
627.359539081261,-1.47360738924341,0.103217659553832,1.50468539346306e-47,7.59952105721328e-45,"AXL"
4346.87560047904,-0.840925001351964,0.0595161294186353,1.94089307983605e-46,9.53032415896162e-44,"FLNB"
643.830630114997,-1.56158821519821,0.110587328233131,2.06817033564537e-46,9.88082351978465e-44,"CAV1"
781.545753878631,-1.11058395480341,0.0790890916028398,9.66100396337633e-46,4.49414650159482e-43,"SOCS5"
479.504453771928,1.47843681937749,0.105495150561365,1.07406148350317e-45,4.86825252407323e-43,"SETBP1"
1598.58274602431,-1.04191775437188,0.0752499101282684,1.49114459977158e-44,6.58974077254057e-42,"TPM1"
1736.71260933931,-0.850713834858521,0.0621173161922259,3.51637831474857e-44,1.51607364560513e-41,"DGKD"
559.579203007996,-1.48189116165873,0.107936787805466,4.06725501710732e-44,1.71183016517634e-41,"BNC2"
789.954069651024,-1.19725337028832,0.0870332202602764,5.18526017736031e-44,2.13162428267903e-41,"EVA1C"
324.223161859272,-1.80790188855816,0.132242784807273,8.28891151152593e-44,3.33007019975554e-41,"PTGES"
222.340722612672,2.07520358575107,0.152235698817181,2.83835118673143e-43,1.11496742061892e-40,"DSCAML1"
1760.06710148274,-0.893995526615713,0.0656929320083044,7.19473311685946e-43,2.70598504907925e-40,"MAP3K14"
1287.03547037858,0.962160922439376,0.0708912915238644,7.14512330547243e-43,2.70598504907925e-40,"GULP1"
709.173391395894,-1.19886997169098,0.0890635442403737,2.73256039117117e-42,1.00632229239027e-39,"COL5A1"
321.065601148241,1.82481412391379,0.139446390785054,3.20923743627737e-40,1.15774877879745e-37,"SPTBN4"
1324.18539650363,-1.08658059870699,0.0832378112275726,5.65039974902403e-40,1.99764232726996e-37,"NRP2"
