Control1_REP1	Control1_REP2	Control2_REP1	Control2_REP2	15m_REP1	15m_REP2	3hr_REP1	3hr_REP2	2days_REP1	2days_REP2	4days_REP1	4days_REP2	7days_REP1	7days_REP2	GeneSymbol
29.76504114	30.66675651	42.2922422	39.19077286	28.80559615	33.43482882	48.51369621	53.11880003	45.10998798	48.66625519	40.15634603	38.71721182	16.97270901	24.0555706	ABCF3
2.699833833	2.820406053	3.906990214	3.656592553	4.018083015	4.042232831	3.574411592	3.271026223	9.018234091	7.467092536	14.82687985	12.78460247	15.70099933	14.87856977	ABCG1
13.36935193	11.82596868	14.5141251	14.56583452	13.02415715	14.66272535	11.87109644	12.31129615	14.50187927	14.42694267	18.95400588	17.11374433	12.33830699	12.63672972	ABCG2
9.537099557	9.846491562	14.74664912	14.72971528	12.39307989	17.21364279	18.23831379	18.29513681	15.2176362	12.70019538	7.380844004	9.784950009	17.69956401	12.87294995	ABHD1
21.47058887	17.11363199	14.28549821	17.98422621	14.42918014	19.6524052	13.33344575	18.68208537	20.288454	16.93215204	14.5014762	16.60334985	12.35432233	11.18687436	ABHD10
184.2123292	231.2913161	201.9476104	236.8976829	150.2963958	217.3791357	165.4112972	141.7049842	155.9648899	163.5390689	88.25360646	150.5451719	133.6646756	204.0167522	ABHD11
0	11.94829487	19.38562787	0	14.48149011	29.35613153	26.76356672	15.18972221	0	0	0	14.03245626	14.69524187	46.86231663	ABHD11-AS1
57.77094332	53.71020527	66.04894107	66.30152709	69.6027147	67.37089692	65.28253007	64.48012607	43.29429598	43.22954478	42.58770424	39.79605886	52.67439902	47.258588	ABHD12
17.01121263	11.76169495	8.080137115	8.831334584	7.705583007	9.762725839	8.010484204	6.061824326	9.580065604	9.898872745	11.22907711	10.45331371	12.51091209	11.22092137	ABHD13
62.19618498	64.38421323	88.98512295	90.854611	73.69926038	74.07194568	99.00634178	102.6383908	114.3969504	93.02434948	100.83278	82.81627636	93.01251125	65.46836442	ABHD14B
149.1843946	112.7603265	138.9352545	137.8374255	138.4496079	139.72669	160.3317021	160.1789756	130.8646759	116.2620255	142.1292043	141.6417752	97.68194763	92.29699224	ABHD15
12.1992297	12.62266486	21.01870728	16.61108924	22.34435168	14.89440699	21.7636325	24.7039967	23.83518133	16.31156073	21.04014252	21.84656932	17.56736874	19.10806452	ABHD16A
0	0	0	0	0	3.195073911	2.912903347	3.306449632	0	12.46011954	0	0	0	0	ABHD16B
38.01978299	36.88073376	53.1888953	49.25308199	50.97360791	58.81922722	72.10341606	67.86135789	51.99884836	44.94660535	32.31368095	46.35347499	31.03559751	38.06569632	ABHD17A
18.63140425	16.56518393	19.03009155	16.30280258	14.23776727	15.89408877	14.97544898	17.68690564	16.78068125	17.89485253	16.08949973	16.53011782	12.91657508	16.98566855	ABHD17B
26.83215148	24.45234296	25.79672585	26.64682566	24.94062655	25.38494796	23.72167264	26.37928868	24.46517517	23.61466704	31.67283658	34.48135173	18.21383475	20.26148214	ABHD17C
9.33816395	8.268807308	9.701826744	8.254387866	8.238343928	8.178004908	8.083624877	9.220301312	10.15694823	9.399896954	10.24283057	11.60400059	7.756649732	10.71872906	ABHD18
36.97707957	36.96565297	40.96591963	40.47310169	37.17976588	41.28274759	35.98392097	34.52383727	32.45520233	33.28661287	36.23207076	34.98690951	34.62872276	34.25676574	ABHD2
45.25494278	40.0414397	51.08541956	47.92777341	49.99251974	46.87820488	52.35563506	50.35222297	30.87787833	32.58778945	33.26028006	31.38839591	37.14297892	42.00513537	ABHD3
222.0484985	243.2506809	182.4856035	196.7773242	168.7850749	186.2631311	145.5834664	156.9320417	187.3283019	167.2258365	189.1183632	172.5190576	239.6975214	203.9303227	ABHD4
9.330589483	9.135883989	9.025319085	7.580458638	7.086599189	8.305106256	9.41339898	9.601186414	8.915392953	8.169990387	7.56723755	9.155815909	10.9366164	10.6699082	ABHD5
9.860513974	8.941111164	12.87830218	11.0512158	11.66608667	10.64760475	13.18145016	13.10653109	9.688981786	10.92721843	12.00237117	12.32227862	13.35313338	9.900111336	ABHD6
11.6318193	12.19392228	14.38847162	17.55430923	18.13810143	13.27755933	15.20879791	19.3774817	24.6583173	29.87290526	31.05678191	25.3871012	12.95224795	24.63747669	ABHD8
13.71510529	12.79943589	12.49907803	12.4393515	13.21078902	13.25121422	13.65121248	14.11561453	12.07253128	12.07962529	13.55243646	14.18219396	11.40326093	12.71274751	ABI1
24.35626825	22.20284791	20.37677529	20.18722627	20.41559543	21.81443899	19.91482504	19.42843095	21.58698784	18.70657481	22.71309475	23.53588474	16.01794529	20.98503717	ABI2
8.866683692	11.05019331	7.558090698	8.126276948	6.696489619	6.587760472	12.19393367	7.850339865	12.12677465	14.01321112	14.25185312	16.41297014	11.59203712	13.17192411	ABITRAM
20.48073125	18.18778156	23.03137099	21.04950515	22.11551708	22.2159031	22.07561597	21.82482337	18.67404028	21.35827292	24.06350886	21.18664619	20.00497947	20.41432873	ABL1
5.885946101	5.741425031	4.225760053	4.517511852	4.367173124	4.394026074	4.035535307	3.674670949	7.21666288	6.76578848	8.440489298	8.339509012	11.31446508	11.1988056	ABLIM1
7.148174436	8.340786439	7.86448979	9.293098818	9.050593613	8.180999673	5.722259632	5.579349866	4.386848894	4.811778944	7.074620593	7.436514032	12.1918693	11.81790644	ABLIM3
31.72186101	27.97282578	39.77029945	39.76935395	41.715601	39.82931576	37.01454649	36.51871607	23.80462159	24.70350102	28.51485121	24.2237885	26.0133576	30.18720822	ABR
23.26571829	29.68893614	23.37319432	22.34289625	21.6355766	23.31426989	22.93887471	23.88809119	25.88748037	26.10596453	30.21268749	17.65449506	33.27904442	36.35765226	ABRACL
12.06392588	13.55026096	12.65788834	11.86383806	12.93940742	13.7455817	10.57717326	11.74519245	10.90150476	12.04880594	14.25464671	14.22602281	11.362844	12.88372744	ABRAXAS1
19.03382611	16.04085803	20.51242584	18.49204489	20.44107163	20.71854425	23.59001433	20.39254808	20.22333016	18.31421023	23.92175245	19.54314983	17.51613282	20.18727084	ABRAXAS2
62.48793152	76.79124749	61.02402152	59.21240522	48.43542819	57.75635737	50.90045958	56.78117856	58.47496787	84.4641396	51.54152755	75.46181817	53.96901366	73.75894754	ABT1
71.57514103	60.63351989	69.30997431	75.41964461	81.0045032	66.8682715	67.13630326	85.40408101	69.21642262	72.62012405	106.5888332	91.44002101	77.96303594	78.36929296	ABTB1
31.78981234	29.82263111	39.57997975	40.83034596	41.38892376	41.35342099	31.4317339	29.60776007	27.73304015	26.54976881	24.93651811	23.281431	23.553031	23.60206003	ABTB2
42.75466178	38.50324143	43.87049017	43.41047131	49.83793888	51.20328596	61.12529759	66.05698808	65.98514574	62.23276168	63.74791461	53.1218515	49.19428494	54.73620181	ACAA1
11.55317857	13.51280968	10.5559953	11.49398096	11.72724383	9.22223219	11.49062945	10.71015902	11.01284366	13.78649723	11.98920901	13.91062859	12.92623352	13.52224805	ACAA2
4.521808918	0	0	0	2.61151558	2.646964997	2.413200262	2.739234423	12.36876372	5.161304746	0	5.061078365	15.90037468	0	ACAA2P1
52.1953277	49.61511	51.56828134	48.67105733	47.27601923	50.58532283	42.81544778	43.71046485	45.42146186	43.05132139	51.5341138	49.91307101	51.79754475	52.37808099	ACACA
25.21847367	25.88761377	28.7351183	30.05560446	25.9996555	27.00326287	23.91404516	24.38836058	25.93933937	24.14608727	29.43648883	27.68171713	25.03981927	24.06337985	ACACB
29.79595561	25.62228894	33.39903018	31.10959225	32.20471882	28.96517973	32.70234246	34.98614227	36.97996658	31.21211726	34.50010463	37.89316165	28.46039196	27.48526086	ACAD10
19.24932906	12.23002735	18.42538982	15.28966934	17.20521397	15.02416434	17.36624057	19.99013823	15.67077253	17.78658285	20.21765923	32.83047272	17.72777143	22.84157022	ACAD8
44.36094341	36.57670526	47.35549922	44.34159248	44.04358003	39.48676345	50.27519097	45.59368652	37.72086922	36.41145531	33.94557342	32.35710188	27.84834862	28.98125619	ACAD9
52.13200839	48.17742517	51.29639464	58.1388663	55.42646921	52.24863593	48.68819372	51.43822571	52.39457852	51.84127355	49.05635458	50.39253806	46.29183779	47.73115215	ACADS
9.193498228	9.500540297	11.76049768	9.677827707	9.531678554	9.855582202	9.044306944	8.924242028	11.66480602	12.13727617	13.11546961	10.16593697	9.60745417	8.004428987	ACADSB
103.710836	124.8109709	143.5843684	130.6809868	135.970399	136.0435435	143.4211097	144.9130993	106.6411658	121.8344135	154.6668373	161.833263	157.9419397	168.8325799	ACADVL
10.70962876	7.742873969	8.94602387	8.799949305	7.678198486	6.269175231	7.8834727	8.948565161	10.60668827	9.273558077	15.0046349	8.266796947	16.44878836	7.36200418	ACAP1
19.14156642	15.31053605	20.08399363	13.30356465	16.28635179	17.9080573	14.13748991	17.28991738	15.66095878	14.43572062	17.45914989	17.59860061	15.424961	17.67409572	ACAT1
25.45532052	22.34426679	29.00213936	30.6833178	26.88810484	24.70424098	29.6725058	30.02919483	29.77573055	19.49765808	17.8856109	14.99532299	18.45171478	18.36188708	ACAT2
64.96779067	65.64001331	76.53777214	70.09821929	70.81097818	78.63486461	120.7003713	110.3753983	104.8890619	102.0339838	118.5151069	121.9220275	112.7941513	111.9860531	ACBD4
20.02835683	19.51163795	23.44441919	20.36281364	19.53560268	19.38392561	24.37032523	24.96667959	22.76609272	24.18171262	28.62355296	30.38739683	20.55431111	27.28334203	ACBD5
44.85695542	55.42717332	48.15312866	46.68720648	51.8131748	49.80013009	47.71344688	53.03532338	58.38818415	58.96924381	58.17786439	59.90164515	57.65444725	52.03495913	ACCS
108.1673819	54.97916463	102.8294878	85.28052098	123.5532649	116.7879107	138.5443176	122.3151029	141.3631948	128.9522603	64.17895033	88.78275148	70.43649073	107.8166822	ACD
13.52695642	10.71177108	12.19253727	12.3015713	11.69962264	12.2600932	11.3517259	10.11434223	10.99306886	8.838842439	9.71003252	10.53229691	9.612743823	10.13675045	ACER3
9.40294952	6.969838672	8.077344946	8.85182492	8.447535896	8.562205028	5.575743066	9.49357638	12.86021402	8.347701895	16.97972296	10.52434219	13.47063838	10.41384814	ACHE
88.19362952	96.88153803	100.6585521	100.7721536	94.7935558	100.9507395	98.33250599	93.19800345	93.51713377	90.13354669	106.0685347	103.2831208	93.44437718	92.16736647	ACIN1
7.005690632	8.863735285	5.41624112	5.628554445	5.790038734	4.878744163	4.447881519	5.121981391	6.938352235	8.961559955	9.254391466	4.461365015	17.69729425	16.55447091	ACKR3
151.7609152	132.2322254	172.2331665	155.1038022	163.4804451	161.2902706	187.610466	187.0831721	136.9686435	138.4421541	163.2562191	162.2913838	139.0555506	151.4395129	ACLY
13.42625121	11.02041691	10.36010616	11.34250515	10.35383073	11.40298044	11.63847675	12.12956891	10.82662087	13.81912548	14.7752039	16.06982879	17.55657807	16.92179278	ACO1
28.85564916	27.93383407	34.57760035	33.69302468	33.75102991	35.64787915	29.0505212	29.94252432	24.89921608	24.83229073	26.62889204	24.24819409	19.20516263	23.02328464	ACO2
16.06872682	15.61810476	13.9862239	13.3550065	13.7053395	15.13724311	17.32150076	17.98563261	20.666977	17.85538222	23.10080403	18.81882323	14.84312616	16.70608641	ACOT1
23.65112791	25.0139621	25.86681927	24.89527033	23.40425083	24.81940304	30.63178032	29.44115911	32.54438318	42.14007174	31.47362945	33.41251834	32.96222485	30.18679106	ACOT13
63.08217377	64.21772595	58.0068666	54.28142663	47.61044423	55.39032352	37.10879655	53.84714206	45.09889505	50.72977828	46.60075732	40.91899986	47.89307602	69.6655771	ACOT2
15.92561644	28.83719029	14.7748994	19.39614068	12.8767037	14.91599492	11.89886248	9.64746577	15.24678876	10.90673594	29.57993421	17.82490023	18.66681181	23.81097373	ACOT4
12.16009375	7.319268156	9.896015175	9.48926535	9.610303099	10.11540041	9.905182411	12.01882497	7.002569061	11.68827985	7.429580478	7.163317122	14.25314884	11.16377348	ACOT6
37.3985877	36.32057968	40.20367871	36.21248842	36.20420254	38.57213017	46.19057137	44.01625257	44.32935241	33.3370412	44.24158219	46.24393138	35.06865313	35.94600083	ACOT8
33.41528026	30.487755	37.58283806	30.4508633	32.08951175	32.52510344	26.74961433	29.81439447	23.20495813	28.08835461	29.46879941	28.55765114	27.78116086	37.92214744	ACOT9
14.30137737	11.38136213	21.88539533	18.34700724	17.11522469	17.60647004	23.68393092	22.15005494	19.15639702	17.67025138	30.12310735	28.05342619	19.35521734	27.55478645	ACOX1
21.91817871	19.28706164	22.70681893	21.27831021	22.74324287	21.34124476	21.64000465	22.2179467	17.78636919	21.84901167	20.86408221	23.71439572	18.92558793	17.11357397	ACOX3
40.70000542	44.84864263	57.35989103	51.18577917	49.94980723	46.1606771	51.58687721	42.76165118	33.05081562	47.90774454	33.95887498	37.72430249	28.32513491	33.27847694	ACP2
18.91277085	16.28000705	27.35700155	18.41448426	21.84568018	30.35626844	45.58297436	38.06691532	41.72031344	45.26412399	67.99009829	45.06799714	31.46444246	34.96640283	ACRBP
28.63066933	23.11256589	33.91132136	28.41910881	30.21743888	30.69334306	36.67109689	34.68793857	21.95894392	31.91081999	32.58459284	31.79381901	31.05826713	31.89523643	ACSF2
63.90835566	64.0175143	75.09134402	76.80235672	84.28374236	80.31554063	69.17155474	73.91865715	62.84755226	60.462747	60.82916833	59.01457111	59.50591854	58.067302	ACSF3
70.6143937	62.27769951	52.18044731	55.74443214	51.97325472	56.75146083	50.0044377	45.10097085	63.31804462	60.19100018	69.06618582	66.73652682	71.10807969	73.64223332	ACSL3
14.60019417	11.92655272	11.45663705	10.76064152	10.91018775	11.72108504	11.25840758	11.40766146	15.97469997	11.69952663	17.43307735	15.74111189	18.85950148	20.27005151	ACSL4
20.49710201	23.94191269	23.18768522	24.88035725	22.9472193	23.99708283	25.24361354	25.59769729	25.73326982	25.07560579	28.06510404	32.8241063	32.03355193	25.40734234	ACSS1
12.46033123	11.38427287	12.15445458	12.76001873	11.12157355	13.2618127	14.45376945	13.22504238	8.732126085	13.63482294	21.6373346	17.05834085	19.1917792	19.5023732	ACSS2
1.699195059	1.272362839	1.376238356	1.928091736	1.892602372	2.628771981	3.627307598	2.940980783	4.979899142	6.372653847	10.42624413	9.101665266	10.3851305	12.24897865	ACTA2
53.31938602	64.46624188	79.98355888	72.90338234	67.56286957	71.74093792	92.16185951	89.66857662	91.42684111	85.38576762	99.77346659	82.8369579	60.63139926	57.50928773	ACTA2-AS1
2162.888547	2298.450554	1890.036353	1703.439732	1959.326486	2000.919094	2662.09576	2969.657562	3416.122276	3396.131532	2432.221484	2775.152257	2605.954566	3020.871145	ACTB
24.47265243	13.993791	10.09082803	7.775414145	25.44098738	17.1908868	20.89691532	20.75515938	40.16487132	16.76021514	22.72751738	32.86950351	45.89600903	30.49163416	ACTBP14
3.012018761	5.74104246	6.209740329	9.569740486	13.91643754	14.10534302	9.644730146	12.77240577	20.59736991	27.50394279	17.48270568	47.19723581	14.12184893	11.25844954	ACTBP2
2889.79135	3125.664698	2659.453333	2423.791642	2583.207334	2679.415333	3131.521248	3144.024555	3234.859413	3576.664468	2344.214551	2888.901793	3335.504285	3768.263027	ACTG1
4.017517961	7.657568903	10.35341464	4.254799116	13.92161094	11.7588222	17.15256097	4.867487191	0	9.171389103	37.31030363	17.98658333	23.54516448	30.03369289	ACTG1P16
14.92028219	14.98797675	21.40761637	20.71277487	17.9327318	18.88431744	25.39443052	19.05403288	16.54552908	23.01402676	26.68278384	26.17786131	23.63301958	16.07773808	ACTG1P17
66.19062164	45.87719454	71.33249038	66.91358632	34.75235098	56.35854204	105.973889	116.6462409	131.676371	171.7082175	104.7794231	134.699079	28.21224609	37.48637429	ACTG1P24
0	14.27832279	5.148000994	0	5.768504839	0	2.665225798	0	0	0	5.797407392	0	0	6.222322387	ACTL10
8.185147676	13.00104793	13.35932901	19.50429562	12.60595251	22.35987094	5.824335902	4.958422322	5.597326173	7.785608649	47.50917544	29.01080138	19.18803104	16.99710382	ACTL11P
27.03835744	27.00503088	22.07451945	25.31359359	26.73403304	23.42491441	25.74283143	24.24147353	29.583829	18.5173507	19.08379987	26.6313899	16.98709017	14.8228816	ACTL6A
12.03465848	5.734649317	0	6.372722506	10.42570529	7.044817755	9.633989912	14.58078012	0	13.7366574	6.985294875	0	0	29.98909943	ACTL7B
89.50960474	84.12396755	99.71853838	104.308608	109.1442071	107.0601114	94.68501147	94.8127488	84.50818769	86.20097315	83.59411862	74.70504418	107.1551392	104.2565187	ACTN1
38.59156794	43.8514401	48.19648891	46.37269384	44.14756148	46.0501382	54.65744476	40.4621154	49.73581649	51.67330167	28.43046674	39.87137138	67.85120742	70.27523891	ACTN1-DT
324.6411144	295.6272204	386.9189176	415.5888039	449.6753466	426.2861945	382.279814	390.9310029	248.4407165	235.2825676	227.9376058	216.8693915	293.3791268	310.2428763	ACTN4
22.9520216	12.49930846	3.379937546	5.208772582	7.574662908	26.87119199	6.999452217	7.945109553	17.93770952	7.485144626	34.25676771	22.01937614	15.37293506	4.085286907	ACTN4P1
20.07782935	12.5110979	22.28882701	13.90316143	13.9148465	16.36394358	17.4739233	20.77032898	15.41985742	16.04213235	22.41116271	20.74366586	15.74949222	20.97488375	ACTR10
42.08491218	47.95018181	47.0176475	40.83555623	46.30289959	47.75720057	56.21245671	59.96149947	48.87660972	45.88986722	53.76759236	61.84037471	61.72986256	56.24375155	ACTR1A
122.7748023	119.8096979	117.4654757	129.6367824	134.5960918	130.3981389	104.7575159	118.4653668	98.53781764	104.8938635	122.0421301	109.4397946	102.5447973	104.4232683	ACTR1B
57.91059043	55.4300445	47.75663864	46.79813123	45.5877457	43.18508408	48.10545661	50.56274976	47.00530768	51.2998002	55.97317011	55.93987914	50.9088344	56.15427777	ACTR2
34.42630312	28.82559955	23.61920493	24.66856566	21.33088482	26.51395033	25.79469872	23.38691263	29.83033803	29.05924254	27.52502675	31.30191162	31.17698601	31.05744238	ACTR3
14.79178954	13.91958661	14.14494901	14.63090807	12.30380649	13.12431452	19.11461178	15.10342291	18.95806267	19.21982663	19.65513142	24.15696863	20.60911279	23.18212528	ACTR3-AS1
22.96131016	7.294214004	3.944856285	6.079360634	6.63051229	0	0	0	5.233949237	8.736202793	4.442489233	0	13.45676185	4.7680969	ACTR3P2
18.57761011	18.14203532	19.85957191	16.51714461	16.55751867	15.4396929	18.72739686	18.47878706	22.27138705	23.82283891	26.62476569	23.61693359	17.74282047	17.14572026	ACTR5
21.97995568	16.49049792	17.5957422	13.37254142	13.90966269	14.50911144	14.97481144	18.41447348	22.06643326	17.61530596	20.90117268	24.07784653	16.44463	19.81105162	ACTR6
19.10240171	22.81388077	21.93458015	16.90153119	16.33906345	17.83476617	23.09910065	21.53253748	25.46453201	25.94394604	28.63136302	21.10990802	25.79147453	21.08912595	ACTR8
0	14.43845352	15.61720675	17.38204732	14.58299588	8.868569641	9.432906633	10.70733456	17.26714094	14.41065227	5.862425045	2.826162919	5.919298361	31.46052721	ACTRT3
16.94814454	15.25670192	15.09008327	14.75725202	14.33190549	15.55750787	14.01644705	13.65757961	16.22037845	16.21765973	18.03872089	17.26081669	18.25959885	15.60572319	ACVR1
23.7193709	25.81799716	24.26439533	24.48270513	26.7718316	24.52743742	20.30510223	22.10021828	24.04218238	24.87498407	26.41676991	27.08718371	18.91104969	25.50266227	ACVR1B
18.71623112	19.47090922	21.20778771	21.48605492	23.26894147	22.41392375	23.78936532	21.81045066	22.08053739	23.80933447	26.70262453	26.54520281	13.73203348	17.08905293	ACVR2B
43.46641469	54.50587518	76.64244494	61.78195287	63.41936226	58.92354766	47.61524057	37.418035	34.41731565	47.00239843	23.90141964	15.36322264	48.26659036	48.45613801	ACVR2B-AS1
56.52699138	61.85244777	65.82300689	76.49489189	70.73402767	77.82189904	77.6529697	81.16879066	90.19589081	64.52130865	70.48084042	76.15638551	67.48367077	80.86367203	ACY1
39.80524241	34.01094615	44.39272261	34.7061859	40.42898762	42.18301048	43.03594105	38.87235794	33.32151387	36.03440934	26.29100506	27.65321538	26.54606276	23.94252607	ACYP1
49.12794006	51.37197233	60.13785648	55.46201903	56.74648496	54.12168953	62.3602426	52.49485902	38.9615862	45.95104222	54.25847696	51.74116625	53.18529846	55.68484514	ADA
