gene_set,track,segment,bin,mean,ci_low,ci_high,n_genes
expressed,"H4, DMSO 24 h",TSS_pm400,73,2.4151306974036357,1.811585351558668,3.036798179719065,56
expressed,"H4, DMSO 24 h",TSS_pm400,74,2.5670594824744124,1.965479597632906,3.1971402221106513,56
expressed,"H4, DMSO 24 h",TSS_pm400,75,2.7551347152463026,2.123865873888135,3.4224672562176623,56
expressed,"H4, DMSO 24 h",TSS_pm400,76,2.8023449439023222,2.1543687767162916,3.4408294520766605,56
expressed,"H4, DMSO 24 h",TSS_pm400,77,2.887759482647691,2.2094984366478663,3.550066139304212,56
expressed,"H4, DMSO 24 h",TSS_pm400,78,2.8968029007448686,2.2207881420847424,3.5426291846510547,56
expressed,"H4, DMSO 24 h",TSS_pm400,79,2.906343918373542,2.256076857918607,3.574009958205611,56
expressed,"H4, GSK591 24 h",TSS_pm400,0,3.0895275774810997,2.149593660062445,4.237741007046508,56
expressed,"H4, GSK591 24 h",TSS_pm400,1,3.2924103825067994,2.2788411040756174,4.482859098564224,56
expressed,"H4, GSK591 24 h",TSS_pm400,2,3.687458195111581,2.5658810575146758,4.918533292766661,56
expressed,"H4, GSK591 24 h",TSS_pm400,3,3.92788739672729,2.739271422060473,5.224798849336803,56
expressed,"H4, GSK591 24 h",TSS_pm400,4,4.313503187894821,2.9701810210623907,5.787419392876327,56
expressed,"H4, GSK591 24 h",TSS_pm400,5,4.6888684808542695,3.2594580525988053,6.265341634559445,56
expressed,"H4, GSK591 24 h",TSS_pm400,6,5.20990281320576,3.617954017537247,6.982986451586308,56
expressed,"H4, GSK591 24 h",TSS_pm400,7,5.76320912329746,4.033898833179182,7.6233601293619735,56
expressed,"H4, GSK591 24 h",TSS_pm400,8,6.410263599481966,4.472480111664293,8.588328204868095,56
expressed,"H4, GSK591 24 h",TSS_pm400,9,6.886489979736507,4.836269523594529,9.22477708897886,56
